总字数:26954, 共2624个单词
  序号  单词                 次数   万分比   翻译                  
   467  show                    7        2   n. 显示,表现,表演;v. 表示,显现,展现; 
   468  green                   7        2                        
   469  cramped                 7        2   a. 狭促的,难懂的,难辨的;      
   470  shut                    7        2   a. 关闭的,合拢的,围绕的;v. 关上,闭起,幽禁;vbl. 关上, 
   471  most                    7        2   n. 最多,最大;a. 大多数的,几乎全部的,最多的;ad. 最,最多 
   472  fin                     7        2   n. 鳍,鱼翅,鳍状物;n. 五元纸币; 
   473  set                     7        2   n. 组合,集合,设定;v. 放置,设定,没路;vbl. 放置,设定; 
   474  watching                7        2                        
   475  getting                 7        2                        
   476  beside                  7        2   prep. 在...旁边;        
   477  drew                    7        2   v. 拉,拖曳;             
   478  closed                  7        2   a. 关闭,封开,限于少数人的;v. 关闭,关;vbl. 关闭,完结; 
   479  life                    7        2   n. 生活,生命,人生;         
   480  lightly                 7        2   ad. 轻轻的,容易的,不费力的;    
   481  weed                    7        2   n. 杂草,菸草;v. 除草;      
   482  spoke                   6        2   v. 说,说话,演说;          
   483  ten                     6        2   a. 十,十个;             
   484  harbour                 6        2   n. 港口，避难所            
   485  thank                   6        2   n. 谢谢,感谢;v. 谢谢,感谢;   
   486  got                     6        2   v. 得到,回到,变成;vbl. 得到,回到; 
   487  wire                    6        2   n. 电线,电报,铁丝网;v. 用金属丝卷起,拍电报; 
   488  havana                  6        2                        
   489  africa                  6        2                        
   490  late                    6        2   a. 迟的,晚的,已故的;ad. 很晚,很迟,晚; 
   491  school                  6        2   n. 学校;               
   492  lash                    6        2   n. 鞭子,鞭打,睫毛;v. 鞭打,摆动,扎捆; 
   493  short                   6        2   a. 短的,矮的;            
   494  door                    6        2   n. 门;                
   495  clean                   6        2   a. 干净的,清白的,巧妙的;v. 清理; 
   496  bill                    6        2                        
   497  easy                    6        2   a. 容易的,缓缓的,舒适的;      
   498  finally                 6        2   ad. 最后,终于,遂;         
   499  length                  6        2   n. 长度,期间,一段;         
   500  being                   6        2   n. 人,生物;art. 在,有,是;  
   501  feed                    6        2   n. 饲养,饲料,一餐;v. 喂,饲养,靠...为生; 
   502  fins                    6        2                        
   503  exactly                 6        2   ad. 正好,完全，精确地        
   504  woke                    6        2   v. 唤醒,起来,觉醒;         
   505  fell                    6        2   v. 跌落,落下,降低;         
   506  slant                   6        2   n. 倾斜,斜面;a. 倾斜的;v. 使倾斜,倾斜; 
   507  gulf                    6        2   n. 海湾,深渊,隔阂;         
   508  every                   6        2   a. 每一,所有的;           
   509  lost                    6        2   a. 失去的,遗失的,迷惑的;v. 遗失,损失,失败;vbl. 遗失, 
   510  lose                    6        2   v. 遗失,损失,失败;         
   511  love                    6        2   n. 爱,恋爱,爱情;v. 爱,恋爱,爱慕; 
   512  cramp                   6        2   n. 抽筋,腹部绞痛,铁箍;a. 狭窄的,难解的;v. 使...抽筋, 
   513  covered                 6        2   a. 隐蔽著的,掩藏著的,有屋顶的;   
   514  marlin                  6        2   n. 马林鱼;              
   515  close                   6        2   n. 结束,完结;a. 靠近的,亲近的;v. 关,结束,靠近; 
   516  faint                   6        2   n. 昏厥,昏倒;a. 微弱的,无力的,模糊的;v. 昏倒; 
   517  pushed                  6        2                        
   518  slid                    6        2   slide 的过去分词          
   519  spur                    6        2   n. 马刺;v. 刺激,激励;      
   520  already                 6        2   ad. 已经,早已;           
   521  gear                    6        2   n. 齿轮,工具;v. 以齿轮连起,配搭活动,安排; 
   522  pounds                  6        2                        
   523  stayed                  6        2                        
   524  strips                  6        2                        
   525  care                    6        2   n. 小心,照料,忧虑;v. 关心,照顾,喜爱; 
   526  born                    6        2   a. 天生的;vbl. 出生;      
   527  sides                   6        2   侧                    
   528  kind                    6        2   n. 种类,性质,方式;a. 亲切的,仁慈的,和蔼的; 
   529  sheet                   6        2   n. 床单,张;v. 盖上被单,遍布;  
